NVCBP8A,NVCBP8G,NVCBP12,NVCBP13,NVCBP14A,NVCBP14B,NVCBP14D,NVCBP14I,NVCBP15D,NVCBP15F,NPCFP14I,DPTOMPIO,NPCEP5,NPCEP4,NVCBP12,NVCBP13,Fecha_anio
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,2,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,3,1,2,2017
2,2,1,4,2,2,1,2,2,2,1,Bogotá,2,52,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,61,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,47,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,53,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,22,1,4,2017
2,2,1,4,2,1,2,1,1,1,1,Bogotá,1,60,1,4,2017
2,2,1,4,2,1,2,1,1,1,1,Bogotá,2,23,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,7,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Gachancipá,1,25,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gachancipá,2,52,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gachancipá,2,47,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,Guaduas,2,52,1,6,2017
2,1,1,4,2,2,2,2,2,2,1,Guaduas,2,68,1,4,2017
2,1,1,4,2,2,2,2,2,2,1,Guaduas,2,8,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Guaduas,2,75,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Gacheta,2,41,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,Gacheta,2,24,1,6,2017
1,1,1,4,2,2,2,2,1,1,1,Gacheta,1,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sopo,2,17,1,4,2017
1,2,1,4,2,2,1,2,2,2,1,Sopo,1,23,1,4,2017
1,2,1,4,2,1,1,2,1,1,1,Mosquera,1,80,1,4,2017
2,2,1,4,2,2,1,1,2,2,1,Mosquera,1,35,1,4,2017
2,2,1,4,2,2,1,1,2,2,1,Mosquera,2,12,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Villeta,1,16,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,15,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,26,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,78,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,85,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Sutatausa,1,18,1,4,2017
2,2,1,6,2,2,1,2,2,2,1,Guatavita,1,14,1,6,2017
1,2,1,4,2,2,2,2,1,1,1,Caqueza,2,77,1,4,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,31,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,49,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,6,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,35,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,29,1,4,2017
1,2,1,4,2,2,2,1,1,2,1,Bogotá,1,28,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,11,1,4,2017
1,2,1,5,2,2,2,2,2,2,1,Bogotá,2,26,1,5,2017
1,2,1,4,1,1,2,2,1,1,1,Bogotá,2,46,1,4,2017
2,2,1,5,1,2,2,2,1,2,1,Bogotá,2,82,1,5,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,64,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,37,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,13,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,39,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,23,1,4,2017
2,2,1,4,1,2,1,2,2,1,1,Bogotá,1,73,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,4,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,2,1,4,2017
2,2,1,3,2,2,2,2,1,2,1,Bogotá,1,72,1,3,2017
1,1,1,6,2,2,2,2,1,2,1,Bogotá,1,58,1,6,2017
1,1,1,6,2,2,2,2,1,2,1,Bogotá,1,28,1,6,2017
1,2,1,4,2,2,2,2,1,1,1,Bogotá,2,83,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,15,1,4,2017
2,2,1,1,2,2,2,2,1,2,1,Bogotá,1,5,1,1,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,70,1,4,2017
9,2,1,3,2,2,1,2,1,2,1,Bogotá,2,45,1,3,2017
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,52,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Facatativa,2,65,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,La mesa,1,72,1,4,2017
2,2,1,1,2,2,2,2,2,2,1,La mesa,2,27,1,1,2017
2,2,1,4,2,2,2,2,2,2,1,La mesa,2,61,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,La mesa,2,56,1,4,2017
1,1,1,6,2,2,2,1,2,1,1,La mesa,2,57,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,La mesa,1,11,1,4,2017
1,2,1,4,2,1,1,2,1,1,1,La mesa,2,39,1,4,2017
1,2,3,6,2,2,2,2,2,2,1,La mesa,1,22,3,6,2017
2,2,1,4,2,2,2,2,2,2,1,La mesa,1,55,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,La mesa,2,62,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Madrid,2,61,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Madrid,1,23,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Sibaté,1,5,1,6,2017
1,2,1,4,2,2,2,2,1,2,1,Pacho,2,86,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Fusagasugá,1,11,1,4,2017
1,2,1,4,2,2,2,1,2,2,1,Fusagasugá,2,11,1,4,2017
1,2,1,4,2,2,2,1,2,2,1,Fusagasugá,2,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bojacá,2,60,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,31,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,2,61,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,42,1,4,2017
1,2,1,4,2,2,2,2,1,1,1,Bogotá,2,58,1,4,2017
1,2,1,4,2,2,2,2,1,1,1,Bogotá,2,28,1,4,2017
2,2,1,4,2,1,2,1,1,2,1,Bogotá,2,60,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,60,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Bogotá,2,63,1,4,2017
1,2,1,6,2,1,2,2,1,1,1,Bogotá,1,18,1,6,2017
2,2,1,4,2,1,2,2,2,1,1,Bogotá,2,7,1,4,2017
2,2,1,4,2,1,2,2,2,1,1,Bogotá,2,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sibaté,1,9,1,4,2017
2,2,1,4,2,2,2,1,1,2,1,Subachoque,2,84,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Villeta,2,13,1,4,2017
2,2,6,4,1,2,1,1,1,2,1,Bogotá,2,33,6,4,2017
1,2,1,4,1,2,1,1,1,1,1,Bogotá,2,11,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,1,18,1,6,2017
2,2,1,4,1,1,2,2,1,1,1,Bogotá,1,21,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,75,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,67,1,4,2017
1,2,1,2,2,1,2,2,2,1,1,Bogotá,2,93,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,78,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,2,21,1,6,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,4,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,3,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,12,1,4,2017
1,1,1,6,2,1,2,1,1,1,1,Bogotá,2,62,1,6,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,53,1,4,2017
2,2,1,4,1,1,1,1,1,2,1,Bogotá,2,3,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,12,1,4,2017
2,2,1,4,2,1,2,1,2,1,1,Bogotá,1,42,1,4,2017
2,2,1,4,2,1,2,1,2,1,1,Bogotá,2,8,1,4,2017
1,2,1,4,2,2,1,2,2,2,1,Bogotá,1,20,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,72,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,46,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,66,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,61,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,32,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,27,1,4,2017
2,2,1,4,2,1,2,2,2,2,1,Bogotá,2,60,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,45,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,25,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,18,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,1,65,1,4,2017
2,2,1,4,1,2,2,1,1,1,1,Bogotá,2,29,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,2,22,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,42,1,4,2017
1,1,1,4,2,2,1,1,1,2,1,Bogotá,1,14,1,4,2017
1,1,1,6,2,1,2,2,2,2,1,Bogotá,2,41,1,6,2017
1,1,1,6,2,1,2,2,1,1,1,Bogotá,1,77,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,79,1,4,2017
9,9,1,4,1,2,2,1,1,2,1,Bogotá,2,81,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,68,1,4,2017
2,2,1,4,2,1,2,1,1,1,1,Bogotá,1,14,1,4,2017
2,1,1,4,2,2,2,2,1,2,1,Bogotá,2,48,1,4,2017
2,2,1,4,2,1,2,1,2,2,1,Bogotá,1,44,1,4,2017
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,74,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,61,1,4,2017
1,2,1,4,1,2,2,2,2,1,1,Bogotá,1,9,1,4,2017
2,2,1,4,1,2,2,1,1,1,1,Bogotá,2,59,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,1,10,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,1,7,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,1,1,1,4,2017
2,2,5,2,2,2,2,2,2,2,1,Bogotá,1,40,5,2,2017
2,2,2,3,2,2,2,2,2,2,1,Bogotá,1,37,2,3,2017
2,2,1,4,2,2,2,1,1,2,1,Bogotá,2,41,1,4,2017
2,2,1,4,2,2,2,1,1,2,1,Bogotá,1,8,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,10,1,4,2017
2,2,1,4,2,1,2,2,2,2,1,Bogotá,2,87,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,25,1,4,2017
2,2,1,5,2,2,2,2,2,2,1,Bogotá,1,18,1,5,2017
2,2,1,4,1,2,1,1,1,1,1,Bogotá,2,63,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Nemocon,1,59,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Nemocon,1,55,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Nemocon,2,21,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Nemocon,1,29,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Nemocon,1,9,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sibaté,1,9,1,4,2017
1,2,2,4,2,2,2,2,2,2,1,Zipaquirá,2,18,2,4,2017
2,2,1,4,2,2,2,2,2,2,1,Zipaquirá,1,13,1,4,2017
2,2,2,6,2,2,2,2,2,2,1,Zipaquirá,1,28,2,6,2017
1,2,5,6,2,2,2,2,2,2,1,Zipaquirá,2,37,5,6,2017
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,2,49,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,1,17,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Chía,1,44,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Chía,2,50,1,4,2017
2,2,1,4,1,2,2,1,1,2,1,Bogotá,1,68,1,4,2017
2,2,1,4,1,2,2,1,1,2,1,Bogotá,1,42,1,4,2017
1,2,1,4,2,2,2,1,2,1,1,Bogotá,2,23,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,70,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,19,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,78,1,4,2017
1,2,1,4,2,2,2,2,1,1,1,Bogotá,2,46,1,4,2017
1,1,1,6,1,2,2,1,2,2,1,Bogotá,1,20,1,6,2017
1,1,1,6,1,2,2,1,2,2,1,Bogotá,1,15,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,51,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,80,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,17,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,26,1,4,2017
1,2,1,4,1,2,2,2,1,1,1,Bogotá,2,59,1,4,2017
2,2,1,4,1,2,2,2,2,1,1,Bogotá,1,15,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,88,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,58,1,4,2017
2,2,1,4,2,1,2,2,2,1,1,Bogotá,2,58,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Bogotá,2,43,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Bogotá,2,5,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,1,18,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,1,26,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,10,1,4,2017
2,2,1,4,2,2,2,1,1,2,1,Bogotá,2,38,1,4,2017
1,2,1,4,1,1,2,1,2,1,1,Bogotá,1,7,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,2,25,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sesquile,2,19,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Sesquile,1,84,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Sesquile,2,19,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Sesquile,1,16,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Sesquile,1,15,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Sesquile,2,35,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medina,2,25,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Mosquera,2,55,1,4,2017
2,2,1,4,2,2,1,2,1,2,1,Mosquera,1,27,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Mosquera,2,67,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,34,1,2,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,49,1,2,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,19,1,2,2017
2,2,1,2,2,2,2,2,1,2,1,Bogotá,2,64,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,68,1,4,2017
2,1,1,4,2,2,1,2,2,2,1,Bogotá,2,64,1,4,2017
2,1,1,4,2,2,1,2,2,2,1,Bogotá,2,32,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,11,1,4,2017
2,2,1,4,2,2,1,1,2,2,1,Bogotá,2,58,1,4,2017
1,2,1,4,2,2,1,2,2,1,1,Bogotá,2,54,1,4,2017
1,2,1,2,2,2,2,2,2,2,1,Bogotá,1,9,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,31,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,41,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,66,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,28,1,4,2017
1,2,6,4,2,2,2,2,2,2,1,Bogotá,2,54,6,4,2017
2,2,1,1,2,2,2,2,2,2,1,Bogotá,2,47,1,1,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,69,1,4,2017
2,2,1,2,2,2,2,2,1,2,1,Bogotá,1,87,1,2,2017
2,2,1,2,2,2,2,2,1,2,1,Bogotá,1,25,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,78,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,4,1,4,2017
1,2,1,4,1,2,2,2,2,2,1,Bogotá,1,38,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,9,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,27,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,61,1,4,2017
1,2,1,4,2,2,2,1,1,2,1,Bogotá,1,11,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,4,1,4,2017
1,2,1,4,2,2,2,1,2,2,1,Bogotá,2,51,1,4,2017
1,2,1,4,2,1,2,1,2,1,1,Bogotá,1,9,1,4,2017
1,1,1,5,2,2,2,2,2,1,1,Bogotá,2,15,1,5,2017
2,2,1,4,1,2,1,1,2,1,1,Bogotá,1,32,1,4,2017
1,2,1,4,2,2,2,1,2,2,1,Bogotá,2,28,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,17,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,48,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,15,1,4,2017
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,13,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,18,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,76,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,28,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,53,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,40,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,52,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,25,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,58,1,4,2017
2,2,1,2,2,2,2,2,1,1,1,Bogotá,2,46,1,2,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,16,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,2,8,1,4,2017
2,2,1,6,2,1,2,2,2,1,1,Bogotá,1,6,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,19,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,53,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,50,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,15,1,4,2017
2,2,1,4,1,1,2,2,2,2,1,Bogotá,1,31,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,7,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,2,81,1,6,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,2,60,1,6,2017
2,2,1,4,1,2,1,2,1,2,1,Bogotá,2,39,1,4,2017
1,2,1,4,2,2,2,1,1,1,1,Bogotá,2,13,1,4,2017
2,2,1,3,2,2,2,2,2,2,1,Fusagasugá,1,92,1,3,2017
2,2,1,3,2,2,2,2,2,2,1,Fusagasugá,2,88,1,3,2017
2,2,6,6,2,2,2,2,2,2,1,Bojacá,2,16,6,6,2017
2,2,5,4,2,2,2,2,2,2,1,Bogotá,2,30,5,4,2017
2,2,5,4,2,2,2,2,2,2,1,Bogotá,1,4,5,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,79,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,39,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,5,1,4,2017
2,2,1,4,1,2,2,2,2,1,1,Bogotá,2,12,1,4,2017
2,2,1,4,1,2,2,2,2,1,1,Bogotá,2,10,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,2,54,1,6,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,2,52,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,60,1,4,2017
2,2,1,4,1,1,1,2,2,2,1,Bogotá,1,8,1,4,2017
2,2,1,4,1,1,1,2,1,2,1,Bogotá,2,29,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,1,22,1,4,2017
2,2,1,4,1,1,2,2,1,2,1,Bogotá,1,36,1,4,2017
2,2,1,4,2,1,2,2,1,2,1,Bogotá,1,11,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Soacha,2,20,1,6,2017
1,2,1,6,2,2,2,2,2,2,1,Soacha,2,20,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Choconta,2,8,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gacheta,2,54,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Gacheta,2,30,1,4,2017
2,2,1,4,1,2,2,1,1,1,1,Sibaté,1,43,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Pacho,2,20,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Pacho,2,26,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Pacho,2,34,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Pacho,2,15,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,13,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,8,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,36,1,2,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,9,1,4,2017
2,2,1,4,1,1,2,2,1,2,1,Bogotá,1,24,1,4,2017
2,2,1,2,2,2,1,2,2,2,1,Bogotá,1,50,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,77,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,1,52,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,1,15,1,4,2017
1,2,1,4,2,2,2,1,2,1,1,Bogotá,1,75,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Nemocon,2,12,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Nemocon,2,23,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Nemocon,2,24,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Nemocon,1,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,65,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,23,1,4,2017
2,2,1,6,2,2,2,2,2,1,1,Funza,2,9,1,6,2017
2,2,1,4,2,2,2,2,2,1,1,Funza,2,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,63,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,2,27,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,65,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,53,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,9,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,67,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,1,27,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,43,1,2,2017
2,2,1,5,2,2,2,2,2,2,1,Bogotá,2,54,1,5,2017
2,2,1,2,2,2,2,2,1,2,1,Bogotá,2,29,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,59,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,18,1,4,2017
1,2,6,7,2,2,2,2,2,2,1,Bogotá,2,2,6,7,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,2,52,1,6,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,76,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,44,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,20,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,39,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,35,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,25,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,10,1,4,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,1,41,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,57,1,4,2017
1,2,1,4,2,1,2,2,1,1,1,Bogotá,2,43,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,64,1,4,2017
1,2,1,4,2,1,2,2,1,2,1,Bogotá,2,53,1,4,2017
1,2,1,6,2,2,2,1,2,2,1,Bogotá,1,6,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,22,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,3,1,4,2017
1,2,1,4,1,2,2,2,1,1,1,Bogotá,1,23,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,55,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,1,78,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,10,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,La mesa,2,58,1,4,2017
1,2,1,4,2,2,1,2,2,2,1,Sibaté,1,19,1,4,2017
1,2,1,4,2,2,1,2,2,2,1,Sibaté,2,19,1,4,2017
1,2,1,4,2,2,1,2,2,2,1,Sibaté,2,12,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Tocancipá,2,15,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Zipaquirá,2,50,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Cota,2,28,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Cota,2,40,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Cota,2,28,1,4,2017
1,2,1,4,2,2,1,1,2,2,1,Bogotá,1,67,1,4,2017
2,2,1,4,2,2,1,1,2,2,1,Bogotá,2,40,1,4,2017
2,2,1,4,2,2,1,1,2,2,1,Bogotá,2,41,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,48,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,60,1,4,2017
